parameter,location,species,year,datavalue
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1978,0.636447381
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1979,0.75830201
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1980,0.727687241
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1981,0.769307845
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1982,0.59934789
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1983,0.639520803
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1984,0.367207693
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1985,0.489846243
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1986,0.62764119
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1987,0.637859416
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1988,0.46307931
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1989,0.27854607
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1990,0.677557152
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1991,0.462061987
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1992,0.429227742
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1993,0.397762863
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1994,0.538115244
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1995,0.299448235
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1996,0.14149544
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1997,0.19301127
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1998,0.185079378
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,1999,0.299285749
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2000,0.127526019
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2001,0.14047071
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2002,0.11734946
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2003,0.279663259
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2004,0.104368365
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2005,0.169129045
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2006,0.020213449
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2007,0.113423871
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2008,0.018945434
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2009,0.141579027
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2010,0.016300768
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2011,0.088537675
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2012,0.005232226
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2013,0.053919296
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2014,0.121751209
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2015,0.014835463
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2016,0.057986391
Total exploitation rate,Northern Coastal Fjords (river-type),Lake sockeye,2017,0.005991851
Total exploitation rate,Owikeno,Lake sockeye,1954,0.499237698
Total exploitation rate,Owikeno,Lake sockeye,1955,0.440452632
Total exploitation rate,Owikeno,Lake sockeye,1956,0.595088048
Total exploitation rate,Owikeno,Lake sockeye,1957,0.390242477
Total exploitation rate,Owikeno,Lake sockeye,1958,0.543274506
Total exploitation rate,Owikeno,Lake sockeye,1959,0.26178503
Total exploitation rate,Owikeno,Lake sockeye,1960,0.641448112
Total exploitation rate,Owikeno,Lake sockeye,1961,0.675087174
Total exploitation rate,Owikeno,Lake sockeye,1962,0.483405407
Total exploitation rate,Owikeno,Lake sockeye,1963,0.122111377
Total exploitation rate,Owikeno,Lake sockeye,1964,0.384357493
Total exploitation rate,Owikeno,Lake sockeye,1965,0.713391258
Total exploitation rate,Owikeno,Lake sockeye,1966,0.531710124
Total exploitation rate,Owikeno,Lake sockeye,1967,0.54613347
Total exploitation rate,Owikeno,Lake sockeye,1968,0.603510228
Total exploitation rate,Owikeno,Lake sockeye,1969,0.804200447
Total exploitation rate,Owikeno,Lake sockeye,1970,0.105776465
Total exploitation rate,Owikeno,Lake sockeye,1971,0.416834954
Total exploitation rate,Owikeno,Lake sockeye,1972,0.493424574
Total exploitation rate,Owikeno,Lake sockeye,1973,0.379788833
Total exploitation rate,Owikeno,Lake sockeye,1974,0.106100884
Total exploitation rate,Owikeno,Lake sockeye,1975,0.047726527
Total exploitation rate,Owikeno,Lake sockeye,1976,0.60594727
Total exploitation rate,Owikeno,Lake sockeye,1977,0.626563911
Total exploitation rate,Owikeno,Lake sockeye,1978,0.396645993
Total exploitation rate,Owikeno,Lake sockeye,1979,0.065395862
Total exploitation rate,Owikeno,Lake sockeye,1980,0.020292513
Total exploitation rate,Owikeno,Lake sockeye,1981,0.096567827
Total exploitation rate,Owikeno,Lake sockeye,1982,0.029584506
Total exploitation rate,Owikeno,Lake sockeye,1983,0.035988171
Total exploitation rate,Owikeno,Lake sockeye,1984,0.081546064
Total exploitation rate,Owikeno,Lake sockeye,1985,0.119462671
Total exploitation rate,Owikeno,Lake sockeye,1986,0.225313247
Total exploitation rate,Owikeno,Lake sockeye,1987,0.293259464
Total exploitation rate,Owikeno,Lake sockeye,1988,0.409544001
Total exploitation rate,Owikeno,Lake sockeye,1989,0.194607755
Total exploitation rate,Owikeno,Lake sockeye,1990,0.287854512
Total exploitation rate,Owikeno,Lake sockeye,1991,0.236889342
Total exploitation rate,Owikeno,Lake sockeye,1992,0.472140259
Total exploitation rate,Owikeno,Lake sockeye,1993,0.169296515
Total exploitation rate,Owikeno,Lake sockeye,1994,0.203184533
Total exploitation rate,Owikeno,Lake sockeye,1995,0.177895547
Total exploitation rate,Owikeno,Lake sockeye,1996,0.027426249
Total exploitation rate,Owikeno,Lake sockeye,1997,0.003673093
Total exploitation rate,Owikeno,Lake sockeye,1998,0.027923721
Total exploitation rate,Owikeno,Lake sockeye,1999,0.081319933
Total exploitation rate,Owikeno,Lake sockeye,2000,0.004496241
Total exploitation rate,Owikeno,Lake sockeye,2001,0.023652894
Total exploitation rate,Owikeno,Lake sockeye,2002,0.006625438
Total exploitation rate,Owikeno,Lake sockeye,2003,0.003963938
Total exploitation rate,Owikeno,Lake sockeye,2004,0.006323166
Total exploitation rate,Owikeno,Lake sockeye,2005,0.004504138
Total exploitation rate,Owikeno,Lake sockeye,2006,0.005356191
Total exploitation rate,Owikeno,Lake sockeye,2007,0.006012509
Total exploitation rate,Owikeno,Lake sockeye,2008,0.024002122
Total exploitation rate,Owikeno,Lake sockeye,2009,0.013295186
Total exploitation rate,Owikeno,Lake sockeye,2010,0.012245186
Total exploitation rate,Owikeno,Lake sockeye,2011,0.001048651
Total exploitation rate,Owikeno,Lake sockeye,2012,0.00512224
Total exploitation rate,Owikeno,Lake sockeye,2013,0.002713781
Total exploitation rate,Owikeno,Lake sockeye,2014,0.009742888
Total exploitation rate,Owikeno,Lake sockeye,2015,0.002810111
Total exploitation rate,Owikeno,Lake sockeye,2016,0.004378069
Total exploitation rate,Owikeno,Lake sockeye,2017,0.01445671
Total exploitation rate,Port John,Lake sockeye,1954,0.435271902
Total exploitation rate,Port John,Lake sockeye,1955,0.261615395
Total exploitation rate,Port John,Lake sockeye,1956,0.315047573
Total exploitation rate,Port John,Lake sockeye,1957,0.100542105
Total exploitation rate,Port John,Lake sockeye,1958,0.812970217
Total exploitation rate,Port John,Lake sockeye,1959,0.25110933
Total exploitation rate,Port John,Lake sockeye,1960,0.43274335
Total exploitation rate,Port John,Lake sockeye,1961,0.531667015
Total exploitation rate,Port John,Lake sockeye,1964,0.765037645
Total exploitation rate,Port John,Lake sockeye,1966,0.616259734
Total exploitation rate,Port John,Lake sockeye,1967,0.67650801
Total exploitation rate,Port John,Lake sockeye,1973,0.455390127
Total exploitation rate,Port John,Lake sockeye,1974,0.427389206
Total exploitation rate,Port John,Lake sockeye,1975,0.605437998
Total exploitation rate,Port John,Lake sockeye,1976,0.642452364
Total exploitation rate,Port John,Lake sockeye,1977,0.464127234
Total exploitation rate,Port John,Lake sockeye,1978,0.486880944
Total exploitation rate,Port John,Lake sockeye,1979,0.687558701
Total exploitation rate,Port John,Lake sockeye,1980,0.671384121
Total exploitation rate,Port John,Lake sockeye,1981,0.578181013
Total exploitation rate,Port John,Lake sockeye,1982,0.346829535
Total exploitation rate,Port John,Lake sockeye,1983,0.623353823
Total exploitation rate,Port John,Lake sockeye,1984,0.22993227
Total exploitation rate,Port John,Lake sockeye,1985,0.499867277
Total exploitation rate,Port John,Lake sockeye,1986,0.664660703
Total exploitation rate,Port John,Lake sockeye,1987,0.697527361
Total exploitation rate,Port John,Lake sockeye,1988,0.630394949
Total exploitation rate,Port John,Lake sockeye,1989,0.41894636
Total exploitation rate,Port John,Lake sockeye,1990,0.685378033
Total exploitation rate,Port John,Lake sockeye,1991,0.411609468
Total exploitation rate,Port John,Lake sockeye,1992,0.478803626
Total exploitation rate,Port John,Lake sockeye,1993,0.571189054
Total exploitation rate,Port John,Lake sockeye,2000,0.05026664
Total exploitation rate,Port John,Lake sockeye,2001,0.025184363
Total exploitation rate,Port John,Lake sockeye,2002,0.036755063
Total exploitation rate,Port John,Lake sockeye,2003,0.242097549
Total exploitation rate,Port John,Lake sockeye,2004,0.059505471
Total exploitation rate,Port John,Lake sockeye,2010,0.009521786
Total exploitation rate,Port John,Lake sockeye,2013,0.071830308
Total exploitation rate,Port John,Lake sockeye,2014,0.014516017
Total exploitation rate,Port John,Lake sockeye,2015,0.042512947
Total exploitation rate,Port John,Lake sockeye,2016,0.15359421
Total exploitation rate,Port John,Lake sockeye,2017,0.016184065
Total exploitation rate,Roderick,Lake sockeye,1954,0.341115254
Total exploitation rate,Roderick,Lake sockeye,1955,0.389557447
Total exploitation rate,Roderick,Lake sockeye,1956,0.426567288
Total exploitation rate,Roderick,Lake sockeye,1958,0.433970873
Total exploitation rate,Roderick,Lake sockeye,1959,0.142022186
Total exploitation rate,Roderick,Lake sockeye,1960,0.470039016
Total exploitation rate,Roderick,Lake sockeye,1961,0.448402955
Total exploitation rate,Roderick,Lake sockeye,1963,0.449118704
Total exploitation rate,Roderick,Lake sockeye,1964,0.497758014
Total exploitation rate,Roderick,Lake sockeye,1967,0.483959379
Total exploitation rate,Roderick,Lake sockeye,1968,0.621741911
Total exploitation rate,Roderick,Lake sockeye,1969,0.379287579
Total exploitation rate,Roderick,Lake sockeye,1970,0.740822915
Total exploitation rate,Roderick,Lake sockeye,1971,0.52658461
Total exploitation rate,Roderick,Lake sockeye,1972,0.77957441
Total exploitation rate,Roderick,Lake sockeye,1973,0.617012839
Total exploitation rate,Roderick,Lake sockeye,1974,0.848188086
Total exploitation rate,Roderick,Lake sockeye,1985,0.49242343
Total exploitation rate,Roderick,Lake sockeye,1987,0.757518012
Total exploitation rate,Roderick,Lake sockeye,1988,0.118154419
Total exploitation rate,Roderick,Lake sockeye,1992,0.528515142
Total exploitation rate,Roderick,Lake sockeye,1993,0.517579568
Total exploitation rate,Roderick,Lake sockeye,1994,0.601477978
Total exploitation rate,Roderick,Lake sockeye,1995,0.412137463
Total exploitation rate,Roderick,Lake sockeye,1996,0.043822767
Total exploitation rate,Roderick,Lake sockeye,1997,0.095642083
Total exploitation rate,Roderick,Lake sockeye,1998,0.013214966
Total exploitation rate,Roderick,Lake sockeye,1999,0.648827261
Total exploitation rate,Roderick,Lake sockeye,2000,0.000889004
Total exploitation rate,Roderick,Lake sockeye,2001,0.033450247
Total exploitation rate,Roderick,Lake sockeye,2002,0.018206821
Total exploitation rate,Roderick,Lake sockeye,2004,0.157887732
Total exploitation rate,Roderick,Lake sockeye,2005,0.009208606
Total exploitation rate,Roderick,Lake sockeye,2006,0.0010241
Total exploitation rate,Roderick,Lake sockeye,2008,0
Total exploitation rate,Roderick,Lake sockeye,2010,0
Total exploitation rate,Roderick,Lake sockeye,2012,0.0000722
Total exploitation rate,Roderick,Lake sockeye,2013,0.000122636
Total exploitation rate,Roderick,Lake sockeye,2015,0.001993441
Total exploitation rate,Roderick,Lake sockeye,2016,0.020364964
Total exploitation rate,Roderick,Lake sockeye,2017,0.00179149
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1975,0.565255162
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1976,0.64129114
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1977,0.591528268
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1978,0.356368131
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1979,0.73087989
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1980,0.662573566
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1981,0.534742424
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1982,0.412712674
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1983,0.596229508
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1984,0.345144189
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1985,0.451322065
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1986,0.55022951
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1987,0.561962463
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1988,0.61059572
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1989,0.496537535
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1990,0.536759759
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1991,0.375902829
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1992,0.386414185
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1993,0.495064613
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1994,0.555680134
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1995,0.284823556
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1996,0.18220479
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1997,0.342933843
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1998,0.169563713
Total exploitation rate,South Atnarko Lakes,Lake sockeye,1999,0.07691021
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2000,0.160128475
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2001,0.068017601
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2002,0.056581315
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2003,0.209127385
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2004,0.075288362
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2005,0.110034821
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2006,0.119738179
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2007,0.260629926
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2008,0.319900892
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2009,0.2291187
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2010,0.091387938
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2011,0.177319327
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2012,0.229155068
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2013,0.276531246
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2014,0.15510533
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2015,0.061590348
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2016,0.142506326
Total exploitation rate,South Atnarko Lakes,Lake sockeye,2017,0.058106676
Total exploitation rate,Tankeeah River,Lake sockeye,1954,0.341115254
Total exploitation rate,Tankeeah River,Lake sockeye,1955,0.389557447
Total exploitation rate,Tankeeah River,Lake sockeye,1956,0.426567288
Total exploitation rate,Tankeeah River,Lake sockeye,1957,0.221889347
Total exploitation rate,Tankeeah River,Lake sockeye,1958,0.433970873
Total exploitation rate,Tankeeah River,Lake sockeye,1959,0.142022186
Total exploitation rate,Tankeeah River,Lake sockeye,1960,0.470039016
Total exploitation rate,Tankeeah River,Lake sockeye,1961,0.448402955
Total exploitation rate,Tankeeah River,Lake sockeye,1962,0.450628719
Total exploitation rate,Tankeeah River,Lake sockeye,1963,0.449118704
Total exploitation rate,Tankeeah River,Lake sockeye,1964,0.497758014
Total exploitation rate,Tankeeah River,Lake sockeye,1965,0.813592522
Total exploitation rate,Tankeeah River,Lake sockeye,1966,0.367622079
Total exploitation rate,Tankeeah River,Lake sockeye,1967,0.483959379
Total exploitation rate,Tankeeah River,Lake sockeye,1968,0.621741911
Total exploitation rate,Tankeeah River,Lake sockeye,1969,0.379287579
Total exploitation rate,Tankeeah River,Lake sockeye,1970,0.740822915
Total exploitation rate,Tankeeah River,Lake sockeye,1971,0.52658461
Total exploitation rate,Tankeeah River,Lake sockeye,1972,0.77957441
Total exploitation rate,Tankeeah River,Lake sockeye,1973,0.617012839
Total exploitation rate,Tankeeah River,Lake sockeye,1974,0.848188086
Total exploitation rate,Tankeeah River,Lake sockeye,1975,0.66062256
Total exploitation rate,Tankeeah River,Lake sockeye,1976,0.832338575
Total exploitation rate,Tankeeah River,Lake sockeye,1977,0.764021647
Total exploitation rate,Tankeeah River,Lake sockeye,1978,0.691929714
Total exploitation rate,Tankeeah River,Lake sockeye,1979,0.838140767
Total exploitation rate,Tankeeah River,Lake sockeye,1980,0.878658463
Total exploitation rate,Tankeeah River,Lake sockeye,1981,0.931577181
Total exploitation rate,Tankeeah River,Lake sockeye,1982,0.924839578
Total exploitation rate,Tankeeah River,Lake sockeye,1983,0.691950976
Total exploitation rate,Tankeeah River,Lake sockeye,1984,0.706023657
Total exploitation rate,Tankeeah River,Lake sockeye,1985,0.49242343
Total exploitation rate,Tankeeah River,Lake sockeye,1986,0.755873071
Total exploitation rate,Tankeeah River,Lake sockeye,1987,0.757518012
Total exploitation rate,Tankeeah River,Lake sockeye,1988,0.118154419
Total exploitation rate,Tankeeah River,Lake sockeye,1989,0.345259378
Total exploitation rate,Tankeeah River,Lake sockeye,1990,0.713266719
Total exploitation rate,Tankeeah River,Lake sockeye,1991,0.706077042
Total exploitation rate,Tankeeah River,Lake sockeye,1992,0.528515142
Total exploitation rate,Tankeeah River,Lake sockeye,1993,0.517579568
Total exploitation rate,Tankeeah River,Lake sockeye,1994,0.601477978
Total exploitation rate,Tankeeah River,Lake sockeye,1997,0.095642083
Total exploitation rate,Tankeeah River,Lake sockeye,2001,0.033450247
Total exploitation rate,Tankeeah River,Lake sockeye,2004,0.157887732
Total exploitation rate,Tankeeah River,Lake sockeye,2005,0.009208606
Total exploitation rate,Tankeeah River,Lake sockeye,2006,0.0010241
Total exploitation rate,Tankeeah River,Lake sockeye,2007,0.000273284
Total exploitation rate,Tankeeah River,Lake sockeye,2008,0
Total exploitation rate,Tankeeah River,Lake sockeye,2009,0.000671181
Total exploitation rate,Tankeeah River,Lake sockeye,2012,0.0000722
Total exploitation rate,Tankeeah River,Lake sockeye,2013,0.000122636
Total exploitation rate,Tankeeah River,Lake sockeye,2014,0.001619566
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1960,0.166510251
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1961,0.157333482
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1962,0.17193874
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1963,0.105519081
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1964,0.16628193
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1965,0.141273824
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1966,0.195939427
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1967,0.215115368
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1968,0.19036763
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1969,0.156418373
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1971,0.170867208
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1972,0.175131476
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1973,0.195191927
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1980,0.18505831
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1981,0.179037659
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1983,0.073175102
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1984,0.127256864
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1985,0.20928984
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1986,0.173861673
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1987,0.087129095
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1988,0.308316516
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1989,0.205198023
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1990,0.2431392
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1991,0.208812053
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1992,0.366837668
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1993,0.321108112
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1995,0.277213632
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,1996,0.314751241
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2000,0.274689326
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2001,0.119754548
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2003,0.131537781
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2007,0.094631708
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2009,0.071786046
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2010,0.08630752
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2011,0.089503863
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2012,0.088344315
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2013,0.032748421
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2014,0.078249208
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2015,0.052478498
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2016,0.091830114
Total exploitation rate,Tsimtack/Moore/Roger,Lake sockeye,2017,0.011123477
Total exploitation rate,Yeo,Lake sockeye,1954,0.341115254
Total exploitation rate,Yeo,Lake sockeye,1955,0.389557447
Total exploitation rate,Yeo,Lake sockeye,1956,0.426567288
Total exploitation rate,Yeo,Lake sockeye,1957,0.221889347
Total exploitation rate,Yeo,Lake sockeye,1958,0.433970873
Total exploitation rate,Yeo,Lake sockeye,1959,0.142022186
Total exploitation rate,Yeo,Lake sockeye,1960,0.470039016
Total exploitation rate,Yeo,Lake sockeye,1961,0.448402955
Total exploitation rate,Yeo,Lake sockeye,1962,0.450628719
Total exploitation rate,Yeo,Lake sockeye,1963,0.449118704
Total exploitation rate,Yeo,Lake sockeye,1964,0.497758014
Total exploitation rate,Yeo,Lake sockeye,1965,0.813592522
Total exploitation rate,Yeo,Lake sockeye,1966,0.367622079
Total exploitation rate,Yeo,Lake sockeye,1967,0.483959379
Total exploitation rate,Yeo,Lake sockeye,1968,0.621741911
Total exploitation rate,Yeo,Lake sockeye,1969,0.379287579
Total exploitation rate,Yeo,Lake sockeye,1970,0.740822915
Total exploitation rate,Yeo,Lake sockeye,1971,0.52658461
Total exploitation rate,Yeo,Lake sockeye,1972,0.77957441
Total exploitation rate,Yeo,Lake sockeye,1973,0.617012839
Total exploitation rate,Yeo,Lake sockeye,1974,0.848188086
Total exploitation rate,Yeo,Lake sockeye,1976,0.832338575
Total exploitation rate,Yeo,Lake sockeye,1977,0.764021647
Total exploitation rate,Yeo,Lake sockeye,1978,0.691929714
Total exploitation rate,Yeo,Lake sockeye,1979,0.838140767
Total exploitation rate,Yeo,Lake sockeye,1982,0.924839578
Total exploitation rate,Yeo,Lake sockeye,1984,0.706023657
Total exploitation rate,Yeo,Lake sockeye,1985,0.49242343
Total exploitation rate,Yeo,Lake sockeye,1986,0.755873071
Total exploitation rate,Yeo,Lake sockeye,1987,0.757518012
Total exploitation rate,Yeo,Lake sockeye,1988,0.118154419
Total exploitation rate,Yeo,Lake sockeye,1989,0.345259378
Total exploitation rate,Yeo,Lake sockeye,1990,0.713266719
Total exploitation rate,Yeo,Lake sockeye,1991,0.706077042
Total exploitation rate,Yeo,Lake sockeye,1992,0.528515142
Total exploitation rate,Yeo,Lake sockeye,2003,0.057022277
Total exploitation rate,Yeo,Lake sockeye,2004,0.157887732
Total exploitation rate,Yeo,Lake sockeye,2005,0.009208606
Total exploitation rate,Yeo,Lake sockeye,2006,0.0010241
Total exploitation rate,Yeo,Lake sockeye,2007,0.000273284
Total exploitation rate,Yeo,Lake sockeye,2008,0
Total exploitation rate,Yeo,Lake sockeye,2009,0.000671181
Total exploitation rate,Yeo,Lake sockeye,2010,0
Total exploitation rate,Yeo,Lake sockeye,2011,0.000366366
Total exploitation rate,Yeo,Lake sockeye,2012,0.0000722
Total exploitation rate,Yeo,Lake sockeye,2013,0.000122636
Total exploitation rate,Yeo,Lake sockeye,2014,0.001619566
Total exploitation rate,Yeo,Lake sockeye,2017,0.00179149
Total exploitation rate,Hecate Lowlands (even),Pink (even),1954,0.577532336
Total exploitation rate,Hecate Lowlands (even),Pink (even),1956,0.496894503
Total exploitation rate,Hecate Lowlands (even),Pink (even),1958,0.646573715
Total exploitation rate,Hecate Lowlands (even),Pink (even),1960,0.584575862
Total exploitation rate,Hecate Lowlands (even),Pink (even),1962,0.611644797
Total exploitation rate,Hecate Lowlands (even),Pink (even),1964,0.612177165
Total exploitation rate,Hecate Lowlands (even),Pink (even),1966,0.603038916
Total exploitation rate,Hecate Lowlands (even),Pink (even),1968,0.660443471
Total exploitation rate,Hecate Lowlands (even),Pink (even),1970,0.604251723
Total exploitation rate,Hecate Lowlands (even),Pink (even),1972,0.593736667
Total exploitation rate,Hecate Lowlands (even),Pink (even),1974,0.58174534
Total exploitation rate,Hecate Lowlands (even),Pink (even),1976,0.469122632
Total exploitation rate,Hecate Lowlands (even),Pink (even),1978,0.491510296
Total exploitation rate,Hecate Lowlands (even),Pink (even),1980,0.398947085
Total exploitation rate,Hecate Lowlands (even),Pink (even),1982,0.240782154
Total exploitation rate,Hecate Lowlands (even),Pink (even),1984,0.322033453
Total exploitation rate,Hecate Lowlands (even),Pink (even),1986,0.473424259
Total exploitation rate,Hecate Lowlands (even),Pink (even),1988,0.549845466
Total exploitation rate,Hecate Lowlands (even),Pink (even),1990,0.47222341
Total exploitation rate,Hecate Lowlands (even),Pink (even),1992,0.441305719
Total exploitation rate,Hecate Lowlands (even),Pink (even),1994,0.338260841
Total exploitation rate,Hecate Lowlands (even),Pink (even),1996,0.138326457
Total exploitation rate,Hecate Lowlands (even),Pink (even),1998,0.152545659
Total exploitation rate,Hecate Lowlands (even),Pink (even),2000,0.114030144
Total exploitation rate,Hecate Lowlands (even),Pink (even),2002,0.159596354
Total exploitation rate,Hecate Lowlands (even),Pink (even),2004,0.154066929
Total exploitation rate,Hecate Lowlands (even),Pink (even),2006,0.079172555
Total exploitation rate,Hecate Lowlands (even),Pink (even),2008,0.033278301
Total exploitation rate,Hecate Lowlands (even),Pink (even),2010,0.035837319
Total exploitation rate,Hecate Lowlands (even),Pink (even),2012,0.052683512
Total exploitation rate,Hecate Lowlands (even),Pink (even),2014,0.180344081
Total exploitation rate,Hecate Lowlands (even),Pink (even),2016,0.198859475
